"Govt Pub Number",Title,Format,"Office or Center",Program/Campaign,"Publication Date","Item Owner","Available Qty","Allocated Qty","On Hand Qty","Max Order Qty","Published Status","Stock Status","Display Mode",Pallets,"Location of Product"
SMA18-4357ENG,"A Guide for Taking Care of Your Family Member After Treatment in the Emergency Department",Brochure,,,"06/01/2018 - 08:00",,0,0,0,500,Published,"ELECTRONIC ONLY","Download Only",0,
SMA18-4358SPAN,"A Guide for Taking Care of Your Family Member After Treatment in the Emergency Department (Spanish)",Brochure,,,"06/01/2018 - 08:00",,0,0,0,500,Published,"ELECTRONIC ONLY","Download Only",0,
SMA18-4359,"A Guide for Medical Providers in the Emergency Department Taking Care of Suicide Attempt Survivors",Brochure,,,"06/01/2018 - 08:00",,0,0,0,500,Published,"ELECTRONIC ONLY","Download Only",0,
SMA18-4365SPAN,"A Guide for Taking Care of Yourself After Your Treatment in the Emergency Department (Spanish)",Brochure,,,"06/01/2018 - 08:00",,0,0,0,500,Published,"ELECTRONIC ONLY","Download Only",0,
SMA18-4742,"Opioid Overdose Prevention Toolkit",Kit,,,"06/01/2018 - 08:00",,0,0,0,1,Published,"ELECTRONIC ONLY","Download Only",0,
SMA18-4742SPANISH,"Opioid Overdose Prevention Toolkit (Spanish)",Kit,,,"06/01/2018 - 08:00",,0,0,0,1,Published,"ELECTRONIC ONLY","Download Only",0,
SMA18-4897,"Talking With Your College-Bound Young Adult About Alcohol","Guidelines or Manual",,,"09/01/2018 - 08:00",,0,0,0,1,Published,"ELECTRONIC ONLY","Download Only",0,
SMA18-5054,"Clinical Guidance for Treating Pregnant and Parenting Women With Opioid Use Disorder and Their Infants","Guidelines or Manual",,,"01/01/2018 - 07:00",,0,0,0,1,Published,"OUT OF STOCK",External,0,"Pick Area"
SMA18-5063EXSUMM,"TIP 63:  Medications for Opioid Use Disorder – Executive Summary",,,,"02/01/2018 - 07:00",,13305,0,13305,1,"Not Published","IN STOCK",External,2,"C-8B, D-16A"
SMA18-5063FULLDOC,"TIP 63: Medications for Opioid Use Disorder – Full Document (Including Executive Summary and Parts 1-5)",,,,"02/01/2018 - 07:00",,0,0,0,0,"Not Published","OUT OF STOCK",External,0,
SMA18-5063PT1,"TIP 63: Medications for Opioid Use Disorder –  Introduction to Medications for Opioid Use Disorder Treatment (Part 1 of 5)",,,,"02/01/2018 - 07:00",,0,0,0,0,"Not Published","OUT OF STOCK",External,0,
SMA18-5063PT2,"TIP 63: Medications for Opioid Use Disorder – Addressing Opioid Use Disorder in General Medical Settings (Part 2 of 5)",,,,"02/01/2018 - 07:00",,0,0,0,1,"Not Published","OUT OF STOCK",External,0,
SMA18-5063PT3,"TIP 63: Medications for Opioid Use Disorder –  Pharmacotherapy for Opioid Use Disorder (Part 3 of 5)",,,,"02/01/2018 - 07:00",,0,0,0,1,"Not Published","OUT OF STOCK",External,0,
SMA18-5063PT4,"TIP 63: Medications for Opioid Use Disorder – Partnering Addiction Treatment Counselors with Clients and Healthcare Professionals (Part 4 of 5)",,,,"02/01/2018 - 07:00",,0,0,0,1,"Not Published","OUT OF STOCK",External,0,
SMA18-5063PT5,"TIP 63:  Medications for Opioid Use Disorder –  Resources Related to Medications for Opioid Use Disorder (Part 5 of 5)",,,,"02/01/2018 - 07:00",,0,0,0,1,"Not Published","OUT OF STOCK",External,0,
SMA18-5065,"Crisis Intervention Team (CIT) Methods for Using Data to Inform Practice:","Guidelines or Manual",,,"09/01/2018 - 08:00",,0,0,0,1,Published,"ELECTRONIC ONLY","Download Only",0,
SMA18-5068,"Key Substance Use and Mental Health Indicators in the United States: Results from the 2017 National Survey on Drug Use and Health","Series Report",,,"09/01/2018 - 08:00",,0,0,0,2,Published,"ELECTRONIC ONLY","Download Only",0,
SMA18-5069QG,"Implementing Tobacco Cessation Programs in Substance Use Disorder Treatment Settings","Guidelines or Manual",,,"08/01/2018 - 08:00",,0,0,0,1,Published,"ELECTRONIC ONLY","Download Only",0,
SMA18-5069QT,"Quitting Tobacco",Brochure,,,"08/01/2018 - 08:00",,0,0,0,1,Published,"OUT OF STOCK",External,0,"Pick Area"
SMA18-5069YCQ,"You Can Quit Tobacco",Brochure,,,"08/01/2018 - 08:00",,0,0,0,1,Published,"ELECTRONIC ONLY","Download Only",0,
SMA18-5070,"TIP 61: Behavioral Health Services for American Indians and Alaska Natives","Guidelines or Manual",,,"02/19/2019 - 07:00",,13824,55,13879,100,Published,"IN STOCK",External,16.5,"A-10B, A-11B, A-12A, A-12B, A-17A, A-17B, A-18A, A-18B, A-23A, A-23B, A-29A, A-29B, A-6A, A-6B, A-7A, A-7B, A-9B, Pick Area"
SMA18-5070EXSUMM,"TIP 61: Behavioral Health Services for American Indians and Alaska Natives – Executive Summary","Guidelines or Manual",,,"02/12/2019 - 07:00",,16802,0,16802,100,Published,"IN STOCK",External,2,"C-1A, D-46A, Pick Area"
SMA18-5070LITREV,"TIP 61: Behavioral Health Services for American Indians and Alaska Natives - Literature Review","Guidelines or Manual",,,"02/12/2019 - 07:00",,0,0,0,0,Published,"ELECTRONIC ONLY","Download Only",0,
SMA18-5071,"Healthy Pregnancy Healthy Baby Fact Sheets",Kit,,,"08/01/2018 - 08:00",,0,0,0,1,Published,"ELECTRONIC ONLY","Download Only",0,
SMA18-5071FS1,"Opioid Use Disorder and Pregnancy",Brochure,,,"08/01/2018 - 08:00",,0,0,0,1,Published,"ELECTRONIC ONLY","Download Only",0,
SMA18-5071FS2,"Treating Opioid Use Disorder During Pregnancy",Brochure,,,"08/01/2018 - 08:00",,0,0,0,1,Published,"ELECTRONIC ONLY","Download Only",0,
SMA18-5071FS3,"Treating Babies Who Were Exposed to Opioids Before Birth",Brochure,,,"08/01/2018 - 08:00",,0,0,0,1,Published,"ELECTRONIC ONLY","Download Only",0,
SMA18-5071FS4,"Good Care for You and Your Baby While Receiving Opioid Use Disorder Treatment",Brochure,,,"08/01/2018 - 08:00",,0,0,0,1,Published,"ELECTRONIC ONLY","Download Only",0,
SMA18-5072,"Talk. They Hear You: What Educators Can Do to Help Prevent Underage Drinking and Other Drug Use – Fact Sheet","Campaign or Initiative",,,"06/14/2019 - 08:00",,0,0,0,20,Published,"OUT OF STOCK",External,0,"Pick Area"
SMA18-5073,"Talk. They Hear You: Talking to Kids About Alcohol and Other Drugs: 5 Conversation Goals – Fact Sheet","Campaign or Initiative",,,"06/27/2019 - 08:00",,441,20,461,20,Published,"IN STOCK",External,0,"Pick Area"
SMA18-5074,"Talk. They Hear You: Impaired Driving: Talk with Your Kids – Fact Sheet","Campaign or Initiative",,,"06/19/2018 - 08:00",,1,0,1,20,Published,"IN STOCK",External,0,"Pick Area"
SMA18-5075,"Talk. They Hear You: Answering Your Child’s Tough Questions – Fact Sheet","Campaign or Initiative",,,"07/16/2019 - 08:00",,3,0,3,20,Published,"IN STOCK",External,0,"Pick Area"
SMA18-5076,"Talk. They Hear You: Why You Should Talk with Your Child About Alcohol and Other Drugs – Fact Sheet","Campaign or Initiative",,,"08/21/2019 - 08:00",,0,0,0,20,Published,"OUT OF STOCK",External,0,"Pick Area"
SMA18-5077,"Talk. They Hear You: Do You Know About Marijuana? Talk With Your Kids About the Facts – Infographic","Campaign or Initiative",,,"08/21/2019 - 08:00",,0,0,0,10,Published,"OUT OF STOCK",External,0,"Pick Area"
SMA18-5078,"Talk. They Hear You: Opioids: Did You Know? – Infographic","Campaign or Initiative",,,"08/21/2019 - 08:00",,0,0,0,10,Published,"OUT OF STOCK",External,0,"Pick Area"
SMA18-5079,"Talk. They Hear You: Opioids: Did You Know? – Infographic","Campaign or Initiative",,,"06/12/2018 - 08:00",,570,0,570,10,Published,"IN STOCK",External,0,"Pick Area"
SMA18-5080,"Talk. They Hear You: Talking With Your Child About Marijuana: Keeping Your Kids Safe – Parent Brochure (Military)","Campaign or Initiative",,,"06/12/2018 - 08:00",,0,0,0,10,Published,"OUT OF STOCK",External,0,"Pick Area"
SMA18-5081,"Talk. They Hear You: Talking With Your Child About Marijuana: Keeping Your Kids Safe – Parent Brochure","Campaign or Initiative",,,"06/01/2018 - 08:00",,0,0,0,10,Published,"OUT OF STOCK",External,0,"Pick Area"
SMA18-5082,"Talk. They Hear You: Talking With Your Child About Opioids: Keeping Your Kids Safe – Parent Brochure (Military)","Campaign or Initiative",,,"06/14/2018 - 08:00",,39,0,39,10,Published,"IN STOCK",External,0,"Pick Area"
SMA18-5083,"Talk. They Hear You: Talking With Your Child About Opioids: Keeping Your Kids Safe - Parent Brochure","Campaign or Initiative",,,"06/14/2019 - 08:00",,0,0,0,10,Published,"OUT OF STOCK",External,0,"Pick Area"
SMA18-5084,"Talk. They Hear You: Help Your Children Grow Print Public Service Announcement  – Wallet Card","Campaign or Initiative",,,"06/13/2018 - 08:00",,0,0,0,20,Published,"OUT OF STOCK",External,0,"Pick Area"
SMA18-5084FLY,"Talk. They Hear You: Help Your Children Grow Print Public Service Announcement  – Flyer","Campaign or Initiative",,,"06/19/2019 - 08:00",,1836,0,1836,10,Published,"IN STOCK",External,0,"Pick Area"
SMA18-5085,"Talk. They Hear You: Before He Kicks Dad Off the Console… Print Public Service Announcement – Wallet Card","Campaign or Initiative",,,"08/26/2019 - 08:00",,3132,0,3132,20,Published,"IN STOCK",External,0,"Pick Area"
SMA18-5085FLY,"Talk. They Hear You: Before He Kicks Dad Off the Console… Print Public Service Announcement – Flyer","Campaign or Initiative",,,"06/14/2018 - 08:00",,1778,0,1778,10,Published,"IN STOCK",External,0,"Pick Area"
SMA18-5086,"Talk. They Hear You: It Can Be Hard to Get His Attention Print Public Service Announcement – Wallet Card (Military)","Campaign or Initiative",,,"08/27/2019 - 08:00",,4150,20,4170,20,Published,"IN STOCK",External,0,"Pick Area"
SMA18-5086FLY,"Talk. They Hear You: It Can Be Hard to Get His Attention Print Public Service Announcement – Flyer (Military)","Campaign or Initiative",,,"08/27/2019 - 08:00",,2879,0,2879,10,Published,"IN STOCK",External,0,"Pick Area"
SMA18-5087,"Talk. They Hear You: Transitions Can Be Hard Print Public Service Announcement – Wallet Card (Military)","Campaign or Initiative",,,"08/27/2019 - 08:00",,4081,0,4081,20,Published,"IN STOCK",External,0,"Pick Area"
SMA18-5087FLY,"Talk. They Hear You: Transitions Can Be Hard Print Public Service Announcement – Flyer (Military)","Campaign or Initiative",,,"08/28/2019 - 08:00",,1459,0,1459,10,Published,"IN STOCK",External,0,"Pick Area"
SMA18-5088,"Talk. They Hear You: Help Your Kids Stay Safe, Beyond the Kitchen Print Public Service Announcement  – Wallet Card","Campaign or Initiative",,,"06/12/2018 - 08:00",,2680,0,2680,20,Published,"IN STOCK",External,0,"Pick Area"
SMA18-5088FLY,"Talk. They Hear You: Help Your Kids Stay Safe, Beyond the Kitchen Print Public Service Announcement  – Flyer","Campaign or Initiative",,,"06/12/2018 - 08:00",,1840,0,1840,10,Published,"IN STOCK",External,0,"Pick Area"
SMA18-5089,"Talk. They Hear You: She’s Interested in Learning New Things Print Public Service Announcement – Wallet Card","Campaign or Initiative",,,"08/28/2019 - 08:00",,2584,0,2584,20,Published,"IN STOCK",External,0,"Pick Area"
SMA18-5089FLY,"Talk. They Hear You: She’s Interested in Learning New Things Print Public Service Announcement – Flyer","Campaign or Initiative",,,"08/28/2019 - 08:00",,1803,0,1803,10,Published,"IN STOCK",External,0,"Pick Area"
SMA18-5090,"Talk. They Hear You: Coach Your Kids Through More Than Just Homework Print Public Service Announcement – Wallet Card","Campaign or Initiative",,,"06/14/2019 - 08:00",,3715,0,3715,20,Published,"IN STOCK",External,0,"Pick Area"
SMA18-5090FLY,"Talk. They Hear You: Coach Your Kids Through More Than Just Homework Print Public Service Announcement – Flyer","Campaign or Initiative",,,"08/28/2019 - 08:00",,1582,0,1582,10,Published,"IN STOCK",External,0.01,"Pick Area, Pick Area"
SMA18-5091,"Talk. They Hear You: She Wants to Hang Out with Friends Outside of School Print Public Service Announcement – Wallet Card (Military)","Campaign or Initiative",,,"08/28/2019 - 08:00",,3993,0,3993,20,Published,"IN STOCK",External,0,"Pick Area"
SMA18-5091FLY,"Talk. They Hear You: She Wants to Hang Out with Friends Outside of School Print Public Service Announcement – Flyer (Military)","Campaign or Initiative",,,"06/14/2018 - 08:00",,1659,0,1659,10,Published,"IN STOCK",External,0,"Pick Area"
SMA18-5092,"Talk. They Hear You: Before She’s Too Cool for Mom to Drop Her Off at School Print Public Service Announcement – Wallet Card","Campaign or Initiative",,,"08/28/2019 - 08:00",,2283,0,2283,20,Published,"IN STOCK",External,0,"Pick Area"
SMA18-5092FLY,"Talk. They Hear You: Before She’s Too Cool for Mom to Drop Her Off at School Print Public Service Announcement – Flyer","Campaign or Initiative",,,"06/13/2018 - 08:00",,1667,0,1667,10,Published,"IN STOCK",External,0,"Pick Area"
SMA18-5093,"Medicaid Coverage of Medication-Assisted Treatment for Alcohol and Opioid Use Disorders and of Medication for the Reversal of Opioid Overdose",Report,,,"11/01/2018 - 08:00",,0,0,0,0,Published,"ELECTRONIC ONLY","Download Only",0,
SMA19-1234,"Test Product",,,,,,0,0,0,,"Not Published","ELECTRONIC ONLY","Download Only",0,
SMA19-5052,"Behavioral Health Among College Students Information and Resource Kit",Kit,,,"11/01/2018 - 08:00",,0,0,0,50,Published,"OUT OF STOCK",External,0,"Pick Area"
SMA19-5063FULLDOC,"TIP 63: Medications for Opioid Use Disorder – Full Document (Including Executive Summary and Parts 1-5)",,,,"06/04/2019 - 08:00",,0,0,0,1,"Not Published","OUT OF STOCK",External,0,
SMA19-5063PT1,"TIP 63: Medications for Opioid Use Disorder –  Introduction to Medications for Opioid Use Disorder Treatment (Part 1 of 5)",,,,"06/04/2019 - 08:00",,0,0,0,1,"Not Published","OUT OF STOCK",External,1,D-23A
SMA19-5094-FS,"Pregnancy Planning for Women Treated for Opioid Use Disorder","Fact Sheet",,,"04/17/2019 - 08:00",,0,0,0,0,Published,"ELECTRONIC ONLY","Download Only",0,
SMA19-5094-IS,"Medications to Treat Opioid Use During Pregnancy – An info sheet for providers","Fact Sheet",,,"04/17/2019 - 08:00",,0,0,0,0,Published,"ELECTRONIC ONLY","Download Only",0,
SMA19-5094-PO,"Are You Taking Medicine for Opioid Use Disorder and Are Pregnant or Thinking about Having a Baby?",Poster,,,"04/17/2019 - 08:00",,0,0,0,0,Published,"ELECTRONIC ONLY","Download Only",0,
SMA19-5095,"Behavioral Health Spending & Use Accounts, 2006-2015",Report,,,"02/13/2019 - 07:00",,0,0,0,0,Published,"ELECTRONIC ONLY","Download Only",0,
SMA19-5096,"2019 National Prevention Week Planning Guide and Resource Calendar","Campaign or Initiative",,,"01/01/2019 - 07:00",,0,0,0,50,Published,"OUT OF STOCK",External,0,"Pick Area"
SMA19-5097,"Principles of Community-based Behavioral Health Services for Justice-involved Individuals: A Research-based Guide","Guidelines or Manual",,,"03/12/2019 - 08:00",,0,0,0,0,Published,"ELECTRONIC ONLY","Download Only",0,
SMA19-Baro-17-US,"Behavioral Health Barometer, Volume 5",Report,,,"06/12/2019 - 08:00",,0,0,0,0,Published,"ELECTRONIC ONLY","Download Only",0,
SMA19-MAT-CORRECTIONS-Test,"DO NOT USE ---- Talk. They Hear You: Impaired Driving: Talk with Your Kids – Fact Sheet",,,,"07/30/2019 - 08:00",,3083,0,3083,20,"Not Published","IN STOCK",External,0,
SMA19-Test-080301,"Test Product on Staging 08-03",,,,"08/03/2019 - 08:00",,10,0,10,2,"Not Published","IN STOCK",External,0,
SVP-0125X,"National Suicide Prevention Lifeline Card","Promotional Item",,,"01/10/2020 - 07:00",,229825,1225,231050,50,Published,"IN STOCK",External,1.5,"A-26A, A-37A"
SVP05-0125,"National Suicide Prevention Lifeline Magnet","Promotional Item",,,"01/01/2005 - 07:00",,0,0,0,50,Published,"OUT OF STOCK",External,0.34,"B-20A, Pick Area, Pick Area, Pick Area"
SVP06-0155S,"Having Trouble Coping After a Disaster? There Is Hope. National Suicide Prevention Lifeline Wallet Card (Spanish version)","Promotional Item",,,"12/01/2006 - 07:00",,0,0,0,100,Published,"OUT OF STOCK",External,0,"Pick Area"
SVP07-0186,"Strengthening Parenting and Enhancing Child Resilience",Report,,,"01/01/2007 - 07:00",,0,0,0,25,Published,"ELECTRONIC ONLY","Download Only",0,
SVP08-0191,"15+ Bullying Prevention Stop Sign Stress Toy",,,,"01/01/2008 - 07:00",,0,0,0,5,"Not Published","OUT OF STOCK",External,0,
SVP11-0126SP,"National Suicide Prevention Lifeline Wallet Card: Suicide Prevention: Learn the Warning Signs (Spanish)","Wallet Card",,,"01/01/2011 - 07:00",,49686,1295,50981,50,Published,"IN STOCK",External,0.5,"D-7A, Pick Area"
SVP13-0126,"National Suicide Prevention Lifeline Wallet Card: Suicide Prevention: Learn the Warning Signs","Wallet Card",,,"01/01/2013 - 07:00",,483132,4623,487755,50,Published,"IN STOCK",External,0,
SVP13-0153,"National Suicide Prevention Lifeline Wallet Card: Assessing Suicide Risk: Initial Tips for Counselors","Promotional Item",,,"06/01/2013 - 08:00",,112160,446,112606,50,Published,"IN STOCK",External,2.01,"D-20A, D-20A, Pick Area, Pick Area"
SVP13-0155R,"National Suicide Prevention Lifeline Wallet Card: Having Trouble Coping?","Promotional Item",,,"08/01/2008 - 08:00",,106057,3136,109193,50,Published,"IN STOCK",External,2.01,"D-31A, D-31A, Pick Area, Pick Area"
SYNAR-11,"2010 Annual Synar Reports: Tobacco Sales to Youth","Series Report",,,"01/06/2011 - 07:00",,0,0,0,0,Published,"ELECTRONIC ONLY","Download Only",0,
SYNAR-12,"2011 Annual Synar Reports: Tobacco Sales to Youth","Series Report",,,"06/01/2012 - 08:00",,0,0,0,1,Published,"ELECTRONIC ONLY","Download Only",0,
SYNAR-13,"2012 Annual Synar Reports: Tobacco Sales to Youth","Series Report",,,"08/01/2013 - 08:00",,0,0,0,1,Published,"ELECTRONIC ONLY","Download Only",0,
SYNAR-14,"2013 Annual Synar Reports: Tobacco Sales to Youth","Series Report",,,"12/01/2014 - 07:00",,0,0,0,0,Published,"ELECTRONIC ONLY","Download Only",0,
SYNAR-15,"2014 Annual Synar Reports: Tobacco Sales to Youth","Series Report",,,"08/01/2016 - 08:00",,0,0,0,1,Published,"ELECTRONIC ONLY","Download Only",0,
Test-WAF01,"Test WAF Product",,,,"02/02/2016 - 07:00",,100,0,100,2,"Not Published","IN STOCK",External,0,
VA10-TIP50,"TIP 50: Addressing Suicidal Thoughts and Behaviors in Substance Abuse Treatment",Video,,,"10/01/2010 - 08:00",,0,0,0,10,Published,"OUT OF STOCK",None,0,
